,labels,source,path
261,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-04-01-01-01-05.wav
262,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-04-02-01-01-05.wav
263,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-05-01-02-02-05.wav
264,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-05-02-01-01-05.wav
265,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-05-01-02-01-05.wav
266,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-04-01-02-02-05.wav
267,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-05-02-02-02-05.wav
268,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-04-02-02-02-05.wav
269,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-05-01-01-02-05.wav
270,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-05-02-02-01-05.wav
271,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-05-02-01-02-05.wav
272,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-05-01-01-01-05.wav
273,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-04-01-02-01-05.wav
274,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-04-01-01-02-05.wav
275,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-04-02-02-01-05.wav
276,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-07-01-01-01-05.wav
277,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-07-01-01-02-05.wav
278,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-07-02-01-01-05.wav
279,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-06-01-01-02-05.wav
280,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-06-01-01-01-05.wav
281,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-06-02-01-01-05.wav
282,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-07-01-02-02-05.wav
283,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-06-02-01-02-05.wav
284,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-07-01-02-01-05.wav
285,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-06-02-02-02-05.wav
286,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-07-02-01-02-05.wav
287,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-06-02-02-01-05.wav
288,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-06-01-02-02-05.wav
289,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-07-02-02-01-05.wav
290,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-06-01-02-01-05.wav
291,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-08-01-02-01-05.wav
292,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-07-02-02-02-05.wav
293,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-08-02-01-02-05.wav
294,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-08-01-01-02-05.wav
295,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-08-01-02-02-05.wav
296,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-08-02-02-01-05.wav
297,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-08-02-02-02-05.wav
298,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-08-02-01-01-05.wav
299,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-08-01-01-01-05.wav
300,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-01-01-01-02-06.wav
301,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-01-01-02-02-06.wav
302,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-01-01-02-01-06.wav
303,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-01-01-01-01-06.wav
304,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-02-01-02-01-06.wav
305,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-03-01-02-02-06.wav
306,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-02-01-01-01-06.wav
307,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-02-02-01-02-06.wav
308,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-03-01-01-02-06.wav
309,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-02-02-01-01-06.wav
310,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-02-01-01-02-06.wav
311,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-03-01-02-01-06.wav
312,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-02-02-02-02-06.wav
313,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-02-01-02-02-06.wav
314,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-02-02-02-01-06.wav
315,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-03-01-01-01-06.wav
316,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-04-02-01-02-06.wav
317,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-04-01-01-02-06.wav
318,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-04-02-02-02-06.wav
319,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-04-02-01-01-06.wav
320,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-04-01-01-01-06.wav
321,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-04-01-02-01-06.wav
322,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-03-02-01-02-06.wav
323,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-04-02-02-01-06.wav
324,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-03-02-01-01-06.wav
325,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-03-02-02-02-06.wav
326,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-04-01-02-02-06.wav
327,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-03-02-02-01-06.wav
328,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-06-01-01-01-06.wav
329,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-05-02-02-02-06.wav
330,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-05-01-01-01-06.wav
331,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-06-01-02-01-06.wav
332,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-06-01-02-02-06.wav
333,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-06-02-02-01-06.wav
334,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-05-02-01-01-06.wav
335,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-06-02-01-02-06.wav
336,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-05-01-02-01-06.wav
337,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-05-02-02-01-06.wav
338,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-05-01-01-02-06.wav
339,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-05-02-01-02-06.wav
340,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-06-02-01-01-06.wav
341,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-06-01-01-02-06.wav
342,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-06-02-02-02-06.wav
343,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-05-01-02-02-06.wav
344,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-08-02-01-01-06.wav
345,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-07-02-01-02-06.wav
346,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-07-01-01-01-06.wav
347,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-07-02-01-01-06.wav
348,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-07-01-02-01-06.wav
349,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-08-01-01-02-06.wav
350,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-07-01-02-02-06.wav
351,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-07-02-02-02-06.wav
352,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-08-02-01-02-06.wav
353,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-08-01-01-01-06.wav
354,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-08-01-02-01-06.wav
355,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-08-01-02-02-06.wav
356,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-07-02-02-01-06.wav
357,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-07-01-01-02-06.wav
358,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-08-02-02-02-06.wav
359,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_06/03-01-08-02-02-01-06.wav
360,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-01-01-02-02-07.wav
361,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-01-01-02-01-07.wav
362,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-02-01-01-02-07.wav
363,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-01-01-01-01-07.wav
364,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-02-01-02-01-07.wav
365,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-02-01-01-01-07.wav
366,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-02-01-02-02-07.wav
367,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-01-01-01-02-07.wav
368,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-04-01-01-01-07.wav
369,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-03-01-01-01-07.wav
370,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-03-01-02-02-07.wav
371,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-03-02-02-01-07.wav
372,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-03-01-02-01-07.wav
373,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-02-02-02-02-07.wav
374,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-03-02-01-02-07.wav
375,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-02-02-01-01-07.wav
376,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-03-02-02-02-07.wav
377,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-03-02-01-01-07.wav
378,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-02-02-01-02-07.wav
379,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-02-02-02-01-07.wav
380,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-03-01-01-02-07.wav
381,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-05-01-02-02-07.wav
382,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-04-02-02-01-07.wav
383,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-05-02-01-01-07.wav
384,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-04-01-02-01-07.wav
385,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-04-02-02-02-07.wav
386,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-04-01-01-02-07.wav
387,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-05-01-01-01-07.wav
388,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-04-01-02-02-07.wav
389,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-05-01-01-02-07.wav
390,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-04-02-01-01-07.wav
391,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-04-02-01-02-07.wav
392,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-05-01-02-01-07.wav
393,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-06-02-01-01-07.wav
394,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-05-02-02-02-07.wav
395,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-06-01-01-02-07.wav
396,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-06-01-02-02-07.wav
397,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-06-02-01-02-07.wav
398,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-06-02-02-02-07.wav
399,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-07-01-01-02-07.wav
400,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-06-01-01-01-07.wav
401,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-06-02-02-01-07.wav
402,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-06-01-02-01-07.wav
403,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-07-01-01-01-07.wav
404,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-05-02-01-02-07.wav
405,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-05-02-02-01-07.wav
406,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-08-01-02-01-07.wav
407,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-07-02-02-01-07.wav
408,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-07-02-02-02-07.wav
409,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-07-01-02-02-07.wav
410,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-08-01-01-02-07.wav
411,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-07-02-01-01-07.wav
412,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-08-01-01-01-07.wav
413,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-07-02-01-02-07.wav
414,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-08-01-02-02-07.wav
415,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-08-02-01-01-07.wav
416,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-08-02-01-02-07.wav
417,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-07-01-02-01-07.wav
418,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-08-02-02-01-07.wav
419,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_07/03-01-08-02-02-02-07.wav
420,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-02-01-01-02-08.wav
421,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-01-01-01-02-08.wav
422,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-01-01-02-02-08.wav
423,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-02-01-01-01-08.wav
424,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-02-02-01-01-08.wav
425,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-01-01-01-01-08.wav
426,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-01-01-02-01-08.wav
427,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-02-01-02-02-08.wav
428,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-02-01-02-01-08.wav
429,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-02-02-01-02-08.wav
430,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-02-02-02-01-08.wav
431,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-02-02-02-02-08.wav
432,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-03-02-01-02-08.wav
433,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-04-01-01-02-08.wav
434,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-03-02-02-01-08.wav
435,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-03-01-02-02-08.wav
436,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-03-01-01-02-08.wav
437,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-04-01-02-01-08.wav
438,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-03-02-01-01-08.wav
439,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-04-01-01-01-08.wav
440,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-04-01-02-02-08.wav
441,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-03-01-01-01-08.wav
442,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-03-02-02-02-08.wav
443,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-03-01-02-01-08.wav
444,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-05-01-01-02-08.wav
445,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-05-02-02-01-08.wav
446,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-05-02-01-02-08.wav
447,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-04-02-01-01-08.wav
448,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-05-01-01-01-08.wav
449,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-05-01-02-01-08.wav
450,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-04-02-02-02-08.wav
451,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-05-01-02-02-08.wav
452,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-04-02-02-01-08.wav
453,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-05-02-01-01-08.wav
454,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-04-02-01-02-08.wav
455,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-05-02-02-02-08.wav
456,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-07-01-01-01-08.wav
457,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-06-02-02-01-08.wav
458,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-07-01-02-02-08.wav
459,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-06-01-02-02-08.wav
460,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-06-02-01-02-08.wav
461,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-06-02-01-01-08.wav
462,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-07-01-01-02-08.wav
463,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-07-01-02-01-08.wav
464,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-06-02-02-02-08.wav
465,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-06-01-02-01-08.wav
466,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-06-01-01-02-08.wav
467,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-06-01-01-01-08.wav
468,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-08-02-02-02-08.wav
469,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-08-02-02-01-08.wav
470,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-08-01-01-02-08.wav
471,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-08-02-01-01-08.wav
472,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-08-01-02-02-08.wav
473,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-08-02-01-02-08.wav
474,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-07-02-01-02-08.wav
475,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-07-02-02-01-08.wav
476,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-08-01-02-01-08.wav
477,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-07-02-02-02-08.wav
478,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-07-02-01-01-08.wav
479,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_08/03-01-08-01-01-01-08.wav
480,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-03-01-02-01-09.wav
481,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-01-01-02-02-09.wav
482,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-02-01-01-02-09.wav
483,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-02-01-01-01-09.wav
484,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-02-02-01-02-09.wav
485,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-02-02-02-01-09.wav
486,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-01-01-02-01-09.wav
487,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-03-01-01-02-09.wav
488,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-02-02-02-02-09.wav
489,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-02-01-02-02-09.wav
490,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-03-01-01-01-09.wav
491,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-02-01-02-01-09.wav
492,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-01-01-01-02-09.wav
493,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-02-02-01-01-09.wav
494,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-01-01-01-01-09.wav
495,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-04-01-02-01-09.wav
496,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-04-02-02-01-09.wav
497,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-04-02-01-01-09.wav
498,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-04-02-01-02-09.wav
499,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-03-02-02-01-09.wav
500,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-03-02-01-02-09.wav
501,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-04-01-01-02-09.wav
502,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-04-01-01-01-09.wav
503,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-04-01-02-02-09.wav
504,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-03-02-02-02-09.wav
505,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-03-01-02-02-09.wav
506,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-03-02-01-01-09.wav
507,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-05-02-02-02-09.wav
508,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-06-01-01-02-09.wav
509,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-05-01-02-01-09.wav
510,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-05-02-01-01-09.wav
511,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-05-01-02-02-09.wav
512,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-04-02-02-02-09.wav
513,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-05-01-01-01-09.wav
514,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-05-02-02-01-09.wav
515,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-05-01-01-02-09.wav
516,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-05-02-01-02-09.wav
517,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-06-01-01-01-09.wav
518,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-06-01-02-01-09.wav
519,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-08-01-01-01-09.wav
520,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-07-01-02-02-09.wav
521,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_09/03-01-06-02-02-01-09.wav
